0	0	0
1	0	0
2	0	0
3	0	0
0.5	0.866	0
1.5	0.866	0
2.5	0.866	0
0.5	-0.866	0
1.5	-0.866	0
2.5	-0.866	0
0	0	2
1	0	2
2	0	2
3	0	2
0.5	0.866	2
1.5	0.866	2
2.5	0.866	2
0.5	-0.866	2
1.5	-0.866	2
2.5	-0.866	2
0.5	0.2887	1
1.5	0.2887	1
2.5	0.2887	1
1	1.1547	1
2	1.1547	1
1	-0.57735	1
2	-0.57735	1
